            800       781.67900         1.00000      2513.27900        12.06000         0.19183         0.00000
            774       773.78300         1.00000      2890.27400        12.06000         0.18009         1.00000
            798       781.67900         1.00000      2463.01300        12.06000         0.19093         2.00000
            776       773.78300         1.00000      2940.54000        12.06000         0.17949         3.00000
            778       773.78300         1.00000      2990.80600        12.06000         0.17966         4.00000
            779       773.78300         1.00000      3015.93900        12.07000         0.18194         5.00000
            793       781.67900         1.00000      2337.34800        12.07000         0.19312         6.00000
            799       781.67900         1.00000      2488.14600        12.07000         0.19476         7.00000
            796       781.67900         1.00000      2412.74700        12.07000         0.19334         8.00000
            788       781.67900         1.00000      2211.68300        12.08000         0.19495         9.00000
            767       773.78300         1.00000      2714.34300        12.09000         0.18513        10.00000
            768       773.78300         1.00000      2739.47600        12.09000         0.18455        11.00000
            786       781.67900         1.00000      2161.41700        12.09000         0.19670        12.00000
            764       773.78300         1.00000      2638.94400        12.09000         0.18517        13.00000
            789       781.67900         1.00000      2236.81600        12.10000         0.20187        14.00000
            766       773.78300         1.00000      2689.21000        12.10000         0.18669        15.00000
            790       781.67900         1.00000      2261.94900        12.10000         0.20005        16.00000
            780       781.67900         1.00000      2010.61900        12.10000         0.19934        17.00000
            772       773.78300         1.00000      2840.00800        12.10000         0.18851        18.00000
            765       773.78300         1.00000      2664.07700        12.11000         0.18938        19.00000
            784       781.67900         1.00000      2111.15100        12.12000         0.20584        20.00000
            782       781.67900         1.00000      2060.88500        12.12000         0.20606        21.00000
            781       781.67900         1.00000      2035.75200        12.12000         0.20759        22.00000
            757       773.78300         1.00000      2463.01300        12.12000         0.19185        23.00000
            732       765.88700         1.00000      2865.14100        12.13000         0.18143        24.00000
            731       765.88700         1.00000      2840.00800        12.13000         0.18209        25.00000
            736       765.88700         1.00000      2965.67300        12.14000         0.18500        26.00000
            756       773.78300         1.00000      2437.88000        12.15000         0.19734        27.00000
            749       773.78300         1.00000      2261.94900        12.15000         0.19628        28.00000
            750       773.78300         1.00000      2287.08200        12.15000         0.19830        29.00000
            730       765.88700         1.00000      2814.87500        12.15000         0.18467        30.00000
            744       773.78300         1.00000      2136.28400        12.15000         0.19634        31.00000
            794       781.67900         1.00000      2362.48100        12.16000         0.17416        32.00000
            727       765.88700         1.00000      2739.47600        12.16000         0.18837        33.00000
            728       765.88700         1.00000      2764.60900        12.16000         0.18679        34.00000
            748       773.78300         1.00000      2236.81600        12.17000         0.20190        35.00000
            791       781.67900         1.00000      2287.08200        12.17000         0.17528        36.00000
            792       781.67900         1.00000      2312.21500        12.17000         0.17506        37.00000
            729       765.88700         1.00000      2789.74200        12.17000         0.18974        38.00000
            726       765.88700         1.00000      2714.34300        12.17000         0.18865        39.00000
            725       765.88700         1.00000      2689.21000        12.17000         0.19023        40.00000
            746       773.78300         1.00000      2186.55000        12.17000         0.20225        41.00000
            775       773.78300         1.00000      2915.40700        12.17000         0.16109        42.00000
            739       773.78300         1.00000      2010.61900        12.18000         0.20617        43.00000
            724       765.88700         1.00000      2664.07700        12.18000         0.19154        44.00000
            712       765.88700         1.00000      2362.48100        12.18000         0.19065        45.00000
            797       781.67900         1.00000      2437.88000        12.18000         0.17789        46.00000
            795       781.67900         1.00000      2387.61400        12.18000         0.17901        47.00000
            777       773.78300         1.00000      2965.67300        12.18000         0.16353        48.00000
            783       781.67900         1.00000      2086.01800        12.18000         0.17934        49.00000
            723       765.88700         1.00000      2638.94400        12.19000         0.19262        50.00000
            713       765.88700         1.00000      2387.61400        12.19000         0.19352        51.00000
            710       765.88700         1.00000      2312.21500        12.19000         0.19215        52.00000
            769       773.78300         1.00000      2764.60900        12.19000         0.16492        53.00000
            770       773.78300         1.00000      2789.74200        12.19000         0.16601        54.00000
            771       773.78300         1.00000      2814.87500        12.19000         0.16412        55.00000
            787       781.67900         1.00000      2186.55000        12.19000         0.18294        56.00000
            691       757.99100         1.00000      2865.14100        12.20000         0.18250        57.00000
            689       757.99100         1.00000      2814.87500        12.20000         0.18192        58.00000
            706       765.88700         1.00000      2211.68300        12.20000         0.19399        59.00000
            709       765.88700         1.00000      2287.08200        12.20000         0.19522        60.00000
            715       765.88700         1.00000      2437.88000        12.20000         0.19501        61.00000
            785       781.67900         1.00000      2136.28400        12.20000         0.18594        62.00000
            773       773.78300         1.00000      2865.14100        12.20000         0.16669        63.00000
            761       773.78300         1.00000      2563.54500        12.20000         0.16789        64.00000
            711       765.88700         1.00000      2337.34800        12.21000         0.19727        65.00000
            760       773.78300         1.00000      2538.41200        12.21000         0.17004        66.00000
            700       765.88700         1.00000      2060.88500        12.22000         0.19803        67.00000
            707       765.88700         1.00000      2236.81600        12.22000         0.20067        68.00000
            708       765.88700         1.00000      2261.94900        12.22000         0.20006        69.00000
            763       773.78300         1.00000      2613.81100        12.22000         0.17291        70.00000
            762       773.78300         1.00000      2588.67800        12.22000         0.17169        71.00000
            690       757.99100         1.00000      2840.00800        12.22000         0.18796        72.00000
            755       773.78300         1.00000      2412.74700        12.22000         0.17257        73.00000
            656       750.09500         1.00000      3015.93900        12.23000         0.17694        74.00000
            686       757.99100         1.00000      2739.47600        12.23000         0.18804        75.00000
            759       773.78300         1.00000      2513.27900        12.23000         0.17458        76.00000
            758       773.78300         1.00000      2488.14600        12.23000         0.17531        77.00000
            738       765.88700         1.00000      3015.93900        12.24000         0.16204        78.00000
            683       757.99100         1.00000      2664.07700        12.24000         0.19043        79.00000
            682       757.99100         1.00000      2638.94400        12.24000         0.19056        80.00000
            699       765.88700         1.00000      2035.75200        12.24000         0.20356        81.00000
            737       765.88700         1.00000      2990.80600        12.24000         0.16191        82.00000
            741       773.78300         1.00000      2060.88500        12.24000         0.17911        83.00000
            753       773.78300         1.00000      2362.48100        12.24000         0.17748        84.00000
            754       773.78300         1.00000      2387.61400        12.24000         0.17669        85.00000
            751       773.78300         1.00000      2312.21500        12.24000         0.17766        86.00000
            747       773.78300         1.00000      2211.68300        12.24000         0.17697        87.00000
            734       765.88700         1.00000      2915.40700        12.25000         0.16375        88.00000
            673       757.99100         1.00000      2412.74700        12.25000         0.19171        89.00000
            678       757.99100         1.00000      2538.41200        12.25000         0.19351        90.00000
            752       773.78300         1.00000      2337.34800        12.25000         0.18174        91.00000
            679       757.99100         1.00000      2563.54500        12.25000         0.19385        92.00000
            676       757.99100         1.00000      2488.14600        12.26000         0.19470        93.00000
