              3         6.50000         6.50000         6.50000         3.56130         0.07414         0.50000
              8         6.50000         6.50000         6.50000         3.54860         0.07483         0.50000
             10         8.50000         8.50000         8.50000         3.59260         0.07799         2.00000
              4         7.50000         7.50000         7.50000         3.63900         0.07969         3.00000
              5         8.50000         8.50000         8.50000         3.89500         0.08264         4.50000
              1         4.50000         4.50000         4.50000         3.76990         0.08325         4.50000
              9         7.50000         7.50000         7.50000         3.94240         0.08745         6.50000
              6         4.50000         4.50000         4.50000         3.99040         0.08551         7.00000
              2         5.50000         5.50000         5.50000         3.95370         0.09064         7.50000
              7         5.50000         5.50000         5.50000         4.28520         0.09716         9.00000
